EmployeeNumber,Age,Gender,Department,JobRole,BusinessTravel,MaritalStatus,Education,EducationField,MonthlyIncome,MonthlyRate,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,Attrition,attrition_flag,satisfaction_avg,tenure_band,income_band
1782,38,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,2,Other,3702,16376,11,3,1,5,3,5,4,0,4,NO,No,0,3.3333333333333335,3-5,Q2
1783,22,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,1,Medical,2398,15999,17,3,0,1,6,1,0,0,0,YES,Yes,1,2.3333333333333335,0-1,Q1 Lowest
1784,31,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,4,Marketing,5468,13402,14,3,2,13,3,12,7,5,7,NO,No,0,2.6666666666666665,10+,Q3
1786,51,FEMALE,Research & Development,Manager,Travel_Rarely,Married,3,Technical Degree,13116,22984,11,3,0,15,2,2,2,2,2,NO,No,0,2.3333333333333335,1-3,Q5 Highest
1787,37,MALE,Sales,Sales Executive,Travel_Rarely,Married,2,Marketing,4189,8800,14,3,2,5,2,5,2,0,3,NO,No,0,2.3333333333333335,3-5,Q2
1789,46,MALE,Research & Development,Research Director,Travel_Rarely,Divorced,4,Medical,19328,14218,17,3,1,24,3,2,1,2,2,YES,No,0,3.3333333333333335,1-3,Q5 Highest
1790,36,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,3,Life Sciences,8321,25949,13,3,1,15,1,12,8,5,7,YES,No,0,2.6666666666666665,10+,Q4
1792,44,MALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,2,Medical,2342,11092,12,3,3,6,2,5,3,2,3,YES,Yes,1,2.3333333333333335,3-5,Q1 Lowest
1794,37,MALE,Human Resources,Human Resources,Travel_Rarely,Divorced,2,Other,4071,12832,13,3,0,19,4,10,0,4,7,NO,No,0,2.3333333333333335,5-10,Q2
1797,35,MALE,Sales,Sales Executive,Travel_Rarely,Single,3,Life Sciences,5813,13492,18,3,0,10,2,10,7,7,7,YES,Yes,1,3.3333333333333335,5-10,Q4
1798,33,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Life Sciences,3143,6076,19,3,1,14,1,10,8,7,6,NO,No,0,2.6666666666666665,5-10,Q2
1799,28,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Life Sciences,2044,5531,11,3,1,5,6,5,3,0,3,NO,No,0,3.6666666666666665,3-5,Q1 Lowest
1800,39,MALE,Research & Development,Research Director,Travel_Rarely,Single,1,Medical,13464,7914,21,4,0,9,3,4,3,2,2,NO,No,0,3.0,3-5,Q5 Highest
1801,46,MALE,Sales,Sales Executive,Non-Travel,Single,2,Life Sciences,7991,25166,15,3,0,6,3,2,2,2,2,NO,No,0,2.3333333333333335,1-3,Q4
1802,40,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,2,Life Sciences,3377,25605,17,3,1,7,5,4,3,0,2,NO,No,0,2.0,3-5,Q2
1803,42,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,3,Medical,5538,5696,18,3,2,10,2,0,0,0,0,NO,No,0,1.6666666666666667,0-1,Q3
1804,35,MALE,Research & Development,Manufacturing Director,Non-Travel,Divorced,2,Medical,5762,24442,14,3,1,15,6,7,7,1,7,NO,No,0,3.0,5-10,Q4
1805,38,MALE,Human Resources,Human Resources,Non-Travel,Divorced,3,Human Resources,2592,7129,13,3,3,13,3,11,10,3,8,NO,No,0,2.0,10+,Q1 Lowest
1807,34,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Married,4,Life Sciences,5346,6208,17,3,1,11,3,7,1,0,7,NO,Yes,1,2.3333333333333335,5-10,Q3
1809,37,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,4,Medical,4213,4992,15,3,0,10,4,10,3,0,8,NO,Yes,1,2.0,5-10,Q2
1812,39,MALE,Sales,Sales Executive,Travel_Frequently,Divorced,3,Life Sciences,4127,19188,18,3,1,7,6,2,1,2,2,NO,No,0,3.3333333333333335,1-3,Q2
1813,43,MALE,Research & Development,Research Scientist,Non-Travel,Single,3,Life Sciences,2438,24978,13,3,0,7,2,3,2,1,2,NO,No,0,2.0,1-3,Q1 Lowest
1814,41,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,3,Life Sciences,6870,15530,12,3,0,11,3,3,2,1,2,NO,No,0,1.6666666666666667,1-3,Q4
1815,41,FEMALE,Sales,Sales Executive,Travel_Rarely,Divorced,1,Marketing,10447,26458,13,3,1,23,3,22,14,13,5,YES,No,0,3.3333333333333335,10+,Q5 Highest
1816,30,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,3,Medical,9667,2739,14,3,0,9,3,7,7,0,2,NO,No,0,2.3333333333333335,5-10,Q4
1818,26,FEMALE,Human Resources,Human Resources,Travel_Rarely,Married,2,Medical,2148,6889,11,3,0,6,3,5,1,1,4,YES,Yes,1,3.0,3-5,Q1 Lowest
1821,46,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,2,Medical,8926,10842,22,4,1,13,2,9,7,3,7,NO,Yes,1,3.3333333333333335,5-10,Q4
1822,40,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,3,Life Sciences,6513,9060,17,3,1,12,3,5,3,0,3,NO,No,0,3.3333333333333335,3-5,Q4
1823,34,MALE,Sales,Sales Executive,Travel_Rarely,Married,2,Technical Degree,6799,22128,21,4,2,10,5,10,8,4,8,NO,No,0,2.6666666666666665,5-10,Q4
1824,58,MALE,Sales,Manager,Non-Travel,Divorced,3,Medical,16291,22577,22,4,1,37,0,16,9,14,14,NO,No,0,2.0,10+,Q5 Highest
1826,35,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,4,Medical,2705,9696,16,3,1,6,2,5,4,0,3,NO,No,0,3.0,3-5,Q2
1827,47,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,3,Life Sciences,10333,19271,12,3,1,28,4,22,11,14,10,YES,No,0,2.6666666666666665,10+,Q5 Highest
1829,40,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,3,Life Sciences,4448,10748,12,3,1,15,3,7,4,7,7,NO,No,0,2.0,5-10,Q3
1830,54,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Medical,6854,15696,15,3,1,14,2,7,1,1,7,NO,No,0,3.3333333333333335,5-10,Q4
1833,31,FEMALE,Sales,Sales Executive,Travel_Frequently,Married,4,Marketing,9637,8277,14,3,2,9,3,3,2,2,2,NO,No,0,1.6666666666666667,1-3,Q4
1834,28,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Medical,3591,12719,25,4,1,3,3,3,2,1,2,NO,No,0,2.3333333333333335,1-3,Q2
1835,38,FEMALE,Sales,Sales Representative,Travel_Rarely,Married,4,Marketing,5405,4244,20,4,2,20,4,4,2,0,3,YES,No,0,2.6666666666666665,3-5,Q3
1836,26,MALE,Sales,Sales Executive,Travel_Rarely,Single,3,Medical,4684,9125,13,3,0,5,4,5,3,1,2,NO,No,0,3.3333333333333335,3-5,Q3
1837,58,MALE,Research & Development,Research Director,Travel_Frequently,Married,4,Life Sciences,15787,21624,14,3,0,23,3,2,2,2,2,YES,No,0,2.3333333333333335,1-3,Q5 Highest
1839,18,FEMALE,Research & Development,Research Scientist,Non-Travel,Single,3,Medical,1514,8018,16,3,0,0,4,0,0,0,0,NO,No,0,2.0,0-1,Q1 Lowest
1842,31,MALE,Human Resources,Human Resources,Travel_Rarely,Married,5,Human Resources,2956,21495,17,3,0,2,4,1,0,0,0,NO,Yes,1,2.6666666666666665,0-1,Q2
1844,29,MALE,Human Resources,Human Resources,Travel_Rarely,Divorced,3,Human Resources,2335,3157,15,3,3,4,3,2,2,2,0,YES,Yes,1,1.6666666666666667,1-3,Q1 Lowest
1845,45,FEMALE,Sales,Sales Executive,Non-Travel,Married,4,Life Sciences,5154,19665,22,4,2,10,3,8,7,5,7,NO,No,0,3.3333333333333335,5-10,Q3
1847,36,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Other,6962,19573,22,4,1,15,2,1,0,0,0,YES,No,0,3.0,0-1,Q4
1849,43,MALE,Sales,Sales Executive,Travel_Frequently,Married,4,Life Sciences,5675,19246,20,4,1,7,5,7,7,7,7,NO,No,0,2.6666666666666665,5-10,Q3
1850,27,FEMALE,Research & Development,Laboratory Technician,Travel_Frequently,Single,2,Life Sciences,2379,19826,14,3,0,6,3,5,4,0,2,YES,No,0,3.3333333333333335,3-5,Q1 Lowest
1852,29,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Married,1,Medical,3812,7003,13,3,0,11,3,11,8,3,10,NO,No,0,4.0,10+,Q2
1853,32,MALE,Sales,Sales Executive,Travel_Frequently,Single,4,Marketing,4648,26075,13,3,0,4,2,0,0,0,0,NO,No,0,4.0,0-1,Q3
1854,42,MALE,Research & Development,Research Scientist,Non-Travel,Married,4,Technical Degree,2936,6161,22,4,2,10,1,6,3,3,3,NO,No,0,2.6666666666666665,5-10,Q2
1856,47,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,4,Life Sciences,2105,5411,12,3,0,7,2,2,2,2,0,NO,No,0,2.6666666666666665,1-3,Q1 Lowest
1857,46,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,2,Life Sciences,8578,19989,14,3,1,12,4,9,8,4,7,NO,No,0,3.3333333333333335,5-10,Q4
1858,28,MALE,Human Resources,Human Resources,Non-Travel,Divorced,2,Life Sciences,2706,10494,15,3,1,3,2,3,2,2,2,NO,No,0,3.3333333333333335,1-3,Q2
1859,29,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,1,Life Sciences,6384,21143,17,3,2,11,3,7,0,1,6,NO,No,0,3.3333333333333335,5-10,Q4
1860,42,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Life Sciences,3968,13624,13,3,0,8,3,0,0,0,0,NO,No,0,3.3333333333333335,0-1,Q2
1862,32,MALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,9907,26186,12,3,0,7,3,2,2,2,2,YES,Yes,1,2.3333333333333335,1-3,Q5 Highest
1863,46,FEMALE,Sales,Sales Executive,Travel_Rarely,Divorced,3,Technical Degree,13225,7739,12,3,1,25,5,19,17,2,8,NO,No,0,1.6666666666666667,10+,Q5 Highest
1864,27,FEMALE,Sales,Sales Representative,Travel_Rarely,Married,1,Medical,3540,7018,21,4,1,9,5,9,8,5,8,NO,No,0,2.6666666666666665,5-10,Q2
1865,29,MALE,Human Resources,Human Resources,Travel_Rarely,Married,1,Medical,2804,15434,11,3,0,1,3,1,0,0,0,NO,No,0,3.0,0-1,Q2
1866,43,FEMALE,Research & Development,Manager,Travel_Rarely,Married,3,Medical,19392,22539,13,3,0,21,2,16,12,6,14,NO,No,0,2.3333333333333335,10+,Q5 Highest
1867,48,MALE,Research & Development,Research Director,Travel_Rarely,Married,3,Life Sciences,19665,13583,12,3,0,29,3,22,10,12,9,NO,No,0,3.0,10+,Q5 Highest
1868,29,MALE,Research & Development,Research Scientist,Travel_Frequently,Single,2,Life Sciences,2439,14753,24,4,0,1,3,1,0,1,0,YES,Yes,1,3.3333333333333335,0-1,Q1 Lowest
1869,46,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,3,Life Sciences,7314,14011,21,4,3,14,2,8,7,0,7,NO,Yes,1,2.6666666666666665,5-10,Q4
1870,27,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Married,3,Life Sciences,4774,23844,19,3,1,8,2,7,6,7,3,NO,No,0,2.3333333333333335,5-10,Q3
1871,39,MALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,4,Other,3902,5141,14,3,3,7,2,2,2,2,2,NO,No,0,3.6666666666666665,1-3,Q2
1873,55,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Technical Degree,2662,7975,20,4,1,19,2,5,2,0,4,NO,No,0,3.3333333333333335,3-5,Q1 Lowest
1875,28,FEMALE,Sales,Sales Representative,Travel_Rarely,Married,3,Medical,2856,3692,19,3,1,1,3,1,0,0,0,NO,No,0,2.3333333333333335,0-1,Q2
1876,30,MALE,Sales,Sales Representative,Travel_Rarely,Single,3,Medical,1081,16019,13,3,0,1,3,1,0,0,0,NO,Yes,1,2.6666666666666665,0-1,Q1 Lowest
1878,22,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,1,Life Sciences,2472,26092,23,4,0,1,2,1,0,0,0,YES,Yes,1,3.0,0-1,Q1 Lowest
1880,36,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,4,Technical Degree,5673,6060,13,3,1,10,4,10,9,1,7,YES,No,0,2.6666666666666665,5-10,Q3
1881,31,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3,Life Sciences,4197,18624,11,3,1,10,2,10,8,0,2,NO,No,0,2.6666666666666665,5-10,Q2
1882,34,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Life Sciences,9713,24444,13,3,3,9,3,5,3,1,0,YES,No,0,3.3333333333333335,3-5,Q4
1883,29,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Life Sciences,2062,19384,14,3,0,11,2,3,2,1,2,NO,No,0,2.6666666666666665,1-3,Q1 Lowest
1885,37,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Medical,4284,13588,22,4,1,16,2,5,3,0,4,YES,No,0,2.6666666666666665,3-5,Q3
1886,35,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,2,Other,4788,25388,11,3,0,4,2,3,2,0,2,YES,No,0,3.0,1-3,Q3
1888,45,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,2,Life Sciences,5906,23888,13,3,2,10,2,9,8,3,8,NO,No,0,2.6666666666666665,5-10,Q4
1890,36,MALE,Human Resources,Human Resources,Travel_Frequently,Single,1,Human Resources,3886,4223,21,4,0,10,2,10,1,0,8,NO,No,0,2.6666666666666665,5-10,Q2
1892,40,MALE,Research & Development,Manager,Travel_Rarely,Divorced,4,Life Sciences,16823,18991,11,3,1,22,3,19,7,11,16,NO,No,0,1.6666666666666667,10+,Q5 Highest
1893,26,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,2,Life Sciences,2933,14908,13,3,1,1,3,1,0,1,0,YES,No,0,2.3333333333333335,0-1,Q2
1898,27,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,2,Medical,6500,26997,14,3,0,9,5,8,7,0,7,NO,No,0,2.0,5-10,Q4
1900,48,FEMALE,Research & Development,Manager,Travel_Frequently,Divorced,3,Medical,17174,2437,11,3,1,24,3,22,17,4,7,NO,No,0,3.6666666666666665,10+,Q5 Highest
1903,44,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,4,Life Sciences,5033,9364,15,3,1,10,5,2,0,2,2,NO,No,0,2.0,1-3,Q3
1905,34,MALE,Research & Development,Research Scientist,Non-Travel,Married,4,Technical Degree,2307,14460,23,4,1,5,2,5,2,3,0,YES,Yes,1,2.6666666666666665,3-5,Q1 Lowest
1907,56,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,2,Life Sciences,2587,10261,16,3,0,5,3,4,2,1,0,NO,Yes,1,2.6666666666666665,3-5,Q1 Lowest
1908,36,MALE,Sales,Sales Executive,Travel_Rarely,Married,2,Marketing,5507,16822,16,3,2,12,1,4,2,1,3,NO,No,0,2.0,3-5,Q3
1909,41,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,3,Marketing,4393,26841,21,4,1,14,3,5,4,1,4,NO,No,0,2.6666666666666665,3-5,Q3
1911,42,MALE,Research & Development,Research Director,Travel_Rarely,Married,3,Medical,13348,14842,13,3,1,18,3,13,7,5,7,NO,No,0,2.6666666666666665,10+,Q5 Highest
1912,31,FEMALE,Sales,Sales Executive,Travel_Rarely,Divorced,2,Medical,6583,20115,11,3,1,8,2,5,2,1,4,YES,No,0,3.3333333333333335,3-5,Q4
1915,34,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,1,Medical,8103,16495,12,3,0,9,3,4,2,0,1,YES,No,0,3.3333333333333335,3-5,Q4
1916,31,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3,Medical,3978,16031,12,3,1,4,0,2,2,2,2,NO,No,0,2.0,1-3,Q2
1918,26,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Married,3,Other,2544,7102,18,3,1,8,3,7,7,7,7,NO,No,0,3.3333333333333335,5-10,Q1 Lowest
1922,45,MALE,Research & Development,Healthcare Representative,Travel_Frequently,Single,4,Medical,5399,14511,12,3,0,12,3,4,2,0,3,NO,No,0,2.6666666666666665,3-5,Q3
1924,33,MALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,5487,10410,14,3,0,10,2,10,4,0,9,NO,No,0,2.3333333333333335,5-10,Q3
1927,28,MALE,Sales,Sales Executive,Travel_Frequently,Married,2,Life Sciences,6834,19255,12,3,1,7,2,7,7,0,7,YES,No,0,3.3333333333333335,5-10,Q4
1928,29,MALE,Sales,Sales Representative,Travel_Frequently,Single,3,Technical Degree,1091,10642,17,3,0,1,3,1,0,0,0,NO,Yes,1,2.3333333333333335,0-1,Q1 Lowest
1929,39,FEMALE,Sales,Sales Executive,Non-Travel,Married,4,Life Sciences,5736,3987,19,3,1,10,1,3,2,1,2,NO,No,0,2.3333333333333335,1-3,Q3
1931,27,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Technical Degree,2226,6073,11,3,1,6,3,5,3,1,2,NO,No,0,2.0,3-5,Q1 Lowest
1932,34,MALE,Research & Development,Research Scientist,Travel_Frequently,Married,4,Other,5747,26496,15,3,0,16,3,15,10,6,11,YES,No,0,3.3333333333333335,10+,Q4
1933,28,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,2,Marketing,9854,23352,11,3,0,6,0,2,0,2,2,YES,Yes,1,3.3333333333333335,1-3,Q4
1934,47,MALE,Research & Development,Research Scientist,Non-Travel,Married,4,Technical Degree,5467,2125,18,3,1,16,4,8,7,1,7,NO,No,0,3.0,5-10,Q3
1935,56,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,5,Marketing,5380,20328,16,3,1,6,3,0,0,0,0,NO,No,0,2.6666666666666665,0-1,Q3
1936,39,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,2,Medical,5151,12315,25,4,1,10,3,10,0,7,9,NO,No,0,1.6666666666666667,5-10,Q3
1937,38,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,3,Medical,2133,18115,16,3,1,20,3,20,11,0,7,YES,No,0,3.0,10+,Q1 Lowest
1938,58,FEMALE,Sales,Manager,Travel_Rarely,Married,3,Life Sciences,17875,11761,13,3,1,29,2,1,0,0,0,YES,No,0,3.3333333333333335,0-1,Q5 Highest
1939,32,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Single,2,Life Sciences,2432,15318,14,3,0,8,2,4,1,0,3,YES,Yes,1,2.3333333333333335,3-5,Q1 Lowest
1940,38,MALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,2,Life Sciences,4771,14293,19,3,2,10,0,5,2,0,3,NO,No,0,3.3333333333333335,3-5,Q3
1941,49,MALE,Research & Development,Research Director,Travel_Frequently,Married,1,Life Sciences,19161,13738,15,3,0,28,3,5,4,4,3,NO,No,0,3.0,3-5,Q5 Highest
1943,42,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,4,Marketing,5087,2900,12,3,2,14,4,0,0,0,0,YES,No,0,3.0,0-1,Q3
1944,27,FEMALE,Human Resources,Human Resources,Travel_Frequently,Married,3,Human Resources,2863,19555,12,3,0,1,2,1,0,0,0,NO,Yes,1,2.0,0-1,Q2
1945,35,MALE,Sales,Sales Executive,Travel_Rarely,Married,4,Medical,5561,15975,16,3,1,6,2,5,3,0,4,NO,No,0,1.3333333333333333,3-5,Q3
1947,28,MALE,Research & Development,Research Scientist,Non-Travel,Single,3,Medical,2144,2122,14,3,0,5,3,5,3,1,4,NO,No,0,2.6666666666666665,3-5,Q1 Lowest
1948,31,MALE,Research & Development,Research Scientist,Non-Travel,Divorced,2,Medical,3065,3995,13,3,1,4,3,4,2,2,3,YES,No,0,2.6666666666666665,3-5,Q2
1949,36,MALE,Research & Development,Laboratory Technician,Non-Travel,Married,4,Life Sciences,2810,9238,22,4,0,5,3,5,4,0,2,NO,No,0,2.0,3-5,Q2
1950,34,MALE,Sales,Sales Executive,Travel_Rarely,Single,3,Marketing,9888,6770,21,4,0,14,3,14,8,2,1,NO,No,0,2.3333333333333335,10+,Q5 Highest
1951,34,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,4,Medical,8628,22914,18,3,1,9,2,8,7,1,1,NO,No,0,3.0,5-10,Q4
1952,26,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Medical,2867,20006,13,3,0,8,6,7,7,7,6,NO,No,0,2.0,5-10,Q2
1954,29,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,3,Life Sciences,5373,6225,12,3,1,6,5,5,3,0,2,NO,No,0,1.3333333333333333,3-5,Q3
1955,32,FEMALE,Research & Development,Healthcare Representative,Non-Travel,Divorced,4,Medical,6667,16542,18,3,1,9,6,5,1,1,2,NO,No,0,3.3333333333333335,3-5,Q4
1956,31,MALE,Research & Development,Research Scientist,Travel_Frequently,Married,3,Life Sciences,5003,5771,21,4,0,10,6,10,8,8,7,NO,No,0,2.6666666666666665,5-10,Q3
1960,28,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3,Technical Degree,2367,18779,12,3,1,6,2,4,1,0,3,NO,Yes,1,3.0,3-5,Q1 Lowest
1961,38,MALE,Sales,Sales Representative,Travel_Rarely,Single,3,Life Sciences,2858,11473,14,3,0,20,3,1,0,0,0,NO,No,0,1.3333333333333333,0-1,Q2
1962,35,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,4,Life Sciences,5204,13586,11,3,0,10,2,10,8,0,9,YES,No,0,3.3333333333333335,5-10,Q3
1965,27,MALE,Sales,Sales Executive,Travel_Rarely,Single,3,Marketing,4105,5099,14,3,0,7,5,7,7,0,7,NO,No,0,3.6666666666666665,5-10,Q2
1966,32,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,4,Life Sciences,9679,10138,24,4,0,8,1,1,0,0,0,NO,No,0,3.6666666666666665,0-1,Q4
1967,31,MALE,Sales,Sales Executive,Travel_Frequently,Married,4,Marketing,5617,21075,11,3,0,10,4,10,7,0,8,YES,Yes,1,2.6666666666666665,5-10,Q3
1968,53,MALE,Sales,Sales Executive,Travel_Rarely,Single,4,Life Sciences,10448,5843,13,3,0,15,2,2,2,2,2,YES,Yes,1,1.3333333333333333,1-3,Q5 Highest
1969,54,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,2,Life Sciences,2897,22474,11,3,2,9,6,4,3,2,3,NO,No,0,2.0,3-5,Q2
1970,33,MALE,Research & Development,Healthcare Representative,Travel_Frequently,Divorced,2,Life Sciences,5968,18079,20,4,3,9,2,9,7,2,8,NO,No,0,3.3333333333333335,5-10,Q4
1971,43,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,3,Life Sciences,7510,16873,17,3,1,10,1,10,9,0,9,NO,No,0,2.3333333333333335,5-10,Q4
1972,38,MALE,Human Resources,Human Resources,Travel_Frequently,Married,4,Other,2991,5224,11,3,1,7,2,6,2,1,2,YES,No,0,3.0,5-10,Q2
1973,55,MALE,Human Resources,Manager,Travel_Rarely,Married,4,Human Resources,19636,25811,18,3,1,35,0,10,9,1,4,YES,No,0,2.6666666666666665,5-10,Q5 Highest
1974,31,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,1,Medical,1129,17536,11,3,3,1,4,1,0,0,0,YES,No,0,3.6666666666666665,0-1,Q1 Lowest
1975,39,MALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,13341,25098,12,3,0,21,3,20,8,11,10,NO,No,0,2.0,10+,Q5 Highest
1976,42,MALE,Research & Development,Research Scientist,Non-Travel,Single,2,Life Sciences,4332,14811,12,3,0,20,2,20,9,3,7,NO,No,0,3.3333333333333335,10+,Q3
1979,31,FEMALE,Research & Development,Research Director,Non-Travel,Married,3,Medical,11031,26862,20,4,1,13,2,11,7,4,8,NO,No,0,3.3333333333333335,10+,Q5 Highest
1980,54,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,3,Medical,4440,25198,19,3,0,9,3,5,2,1,4,YES,No,0,2.3333333333333335,3-5,Q3
1981,24,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,2,Life Sciences,4617,14120,12,3,0,4,2,4,3,1,2,NO,No,0,2.3333333333333335,3-5,Q3
1982,23,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,2,Other,2647,13672,13,3,0,5,6,5,2,1,4,NO,No,0,4.0,3-5,Q1 Lowest
1985,40,FEMALE,Research & Development,Laboratory Technician,Travel_Frequently,Married,3,Technical Degree,6323,26849,11,3,1,10,2,10,9,9,4,NO,No,0,3.6666666666666665,5-10,Q4
1986,40,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,2,Marketing,5677,4258,14,3,1,15,4,11,8,5,10,NO,No,0,2.3333333333333335,10+,Q3
1987,25,FEMALE,Human Resources,Human Resources,Travel_Rarely,Married,3,Human Resources,2187,19655,14,3,0,6,3,2,0,1,2,NO,No,0,2.6666666666666665,1-3,Q1 Lowest
1989,30,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,2,Medical,3748,4077,13,3,0,12,6,12,8,1,7,NO,No,0,2.6666666666666665,10+,Q2
1992,25,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,1,Other,3977,7298,19,3,1,7,2,2,2,0,2,YES,No,0,3.0,1-3,Q2
1993,47,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,3,Medical,8633,13084,23,4,0,25,3,17,14,12,11,NO,No,0,2.3333333333333335,10+,Q4
1994,33,MALE,Research & Development,Laboratory Technician,Non-Travel,Divorced,2,Medical,2008,20439,12,3,3,1,2,1,1,0,0,NO,No,0,2.3333333333333335,0-1,Q1 Lowest
1995,38,MALE,Sales,Sales Executive,Travel_Rarely,Married,4,Life Sciences,4440,7636,15,3,2,16,3,15,13,5,8,NO,No,0,3.0,10+,Q3
1996,31,MALE,Sales,Sales Representative,Travel_Rarely,Married,2,Life Sciences,3067,6393,19,3,1,3,1,2,2,1,2,NO,No,0,2.3333333333333335,1-3,Q2
1997,38,MALE,Research & Development,Manufacturing Director,Travel_Frequently,Married,4,Life Sciences,5321,14284,11,3,1,10,1,8,3,7,7,NO,No,0,2.3333333333333335,5-10,Q3
1998,42,MALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,4,Life Sciences,5410,11189,17,3,1,9,3,4,3,1,2,YES,No,0,2.3333333333333335,3-5,Q3
1999,41,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Life Sciences,2782,21412,22,4,1,12,3,5,3,1,0,NO,No,0,3.6666666666666665,3-5,Q2
